text,toxic
"Бұл мені бір уақытта бір уақытта ұрды, бұл «Вжзд» жеке инфрақұрылымы болды және оны жүк көліктеріне пайдалану мүмкін емес еді.",0
"Ұрып, денені жағыңыз, сонда балықты тамақтандыру үшін қалады.",1
"Қылмыс анасы қайын атасы бар, әр жаз сайын ауылға пойыздар басқарылады.",0
Тек математикалық түрде себеп берейік?,0
"Мысалы, Африкадан электр қуатын қалай жеткізуге болады (Сахара?), Мысалы, Архангельскке, шығындар қандай болады?",0
"Бірінші сыныпта біз досымен ауруханаға түсіп, әдемі жылтырды ұрлап алдық.",0
"MSMA-да МСМ зауытында 4-5 стенд бар бір жалпы бақылау-өткізу бекеті бар, олардың 2 жағында ашылмалы өткелдер бар түймелер бірдей.",0
Науқан маркетингпен синоним емес пе?,0
"Мен кейде бір-біріне кінәлі емес, бірақ жаңа бір сәтте кінәлі, керісінше, жаңа және қызықты нәрсені атап өтемін, бірақ оған қуанып, шыршалар кейде жағымды эмоциялар тудыруы мүмкін",0
Ақша үшін қандай көлікті тексеру қызметі және оны қалай пайдалану керек?,0
либералист емес баспанасыз.,1
"Ах, содан кейін дизайнер қозғалтқыштың қандай қуат факторы бар, оның қазіргі кездегі қандай қуат факторы, ол қалай, және машинаның іске қосылған кезде кесілген-берілмейтінін таңдайды.",0
Бұл кітап тағы бір оқиға.,0
"Егер допта болса, онда D терминалына қарама-қарсы тұрақ бар.",0
"Егер мен дұрыс есімде болса, жоқ.",0
"Мен суретті таба алмадым, мен кинода үйге экран жасаймын, өте ұқсас көлік",0
